file,set,expect,got,correct,wall_s,originals,learnts,decisions,conflicts,propagations,hw_bcp,hw_undo,hw_load,hw_cycles,hw_time_ns,sw_time_ns,cyc_per_prop,status,hw_overflow,kissat_cpu_s,kissat_got,kissat_propagations,kissat_decisions,minisat2_cpu_s,minisat2_got,glucose_cpu_s,glucose_got
uuf150-020.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.8776,645,3607,4119,3608,105312,231904,148968,2015,400820,400820.0,66642500.0,3.806024004861744,PASS,True,0.08,UNSAT,174561,6279,0.136535,SAT,0.118846,UNSAT
uuf150-021.cnf,UUF150.645.100,UNSAT,UNSAT,True,19.6658,645,4601,5375,4602,133739,291615,189754,1995,509745,509745.0,85816900.0,3.8114910385153173,PASS,True,0.11,UNSAT,224463,6297,0.111268,SAT,0.298517,UNSAT
uuf150-022.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.2485,645,2887,3319,2888,81122,176841,114968,1972,309570,309570.0,49653600.0,3.8161041394442936,PASS,True,0.05,UNSAT,114015,4919,0.112899,SAT,0.169866,UNSAT
uuf150-023.cnf,UUF150.645.100,UNSAT,UNSAT,True,9.8995,645,2478,2847,2479,72172,159162,100039,1994,270404,270404.0,43872000.0,3.746660754863382,PASS,True,0.09,UNSAT,179086,6475,0.127724,SAT,0.112613,UNSAT
uuf150-024.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.2702,645,2894,3375,2895,81974,178573,114209,2016,308094,308094.0,51207400.0,3.758435601532193,PASS,True,0.06,UNSAT,115146,4807,0.100381,SAT,0.112142,UNSAT
uuf150-025.cnf,UUF150.645.100,UNSAT,UNSAT,True,20.6484,645,4782,5484,4783,138050,303689,197020,2032,527774,527774.0,89163500.0,3.8230641072075335,PASS,True,0.06,UNSAT,122587,5283,0.184405,SAT,0.168323,UNSAT
uuf150-026.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.7522,645,3096,3571,3097,92653,202277,127998,1957,346638,346638.0,55994000.0,3.7412496087552483,PASS,True,0.05,UNSAT,103125,4404,0.144425,SAT,0.247221,UNSAT
uuf150-027.cnf,UUF150.645.100,UNSAT,UNSAT,True,18.4677,645,4378,5035,4379,126756,278266,179600,1998,482473,482473.0,78029200.0,3.8063129161538702,PASS,True,0.07,UNSAT,101941,4474,0.085688,SAT,0.130307,UNSAT
uuf150-028.cnf,UUF150.645.100,UNSAT,UNSAT,True,26.01,645,5869,6689,5870,170270,371005,244891,1992,656143,656143.0,109003000.0,3.8535443707053503,PASS,True,0.06,UNSAT,136363,5773,0.126135,SAT,0.316286,UNSAT
uuf150-029.cnf,UUF150.645.100,UNSAT,UNSAT,True,10.8561,645,2777,3159,2778,78588,172605,110705,2002,298344,298344.0,47974100.0,3.796304779355627,PASS,True,0.05,UNSAT,80455,3638,0.086377,SAT,0.116933,UNSAT
uuf150-03.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.9237,645,2941,3441,2942,85501,186338,118715,2024,320841,320841.0,53354000.0,3.752482427106116,PASS,True,0.06,UNSAT,123342,5305,0.156311,SAT,0.159766,UNSAT
uuf150-030.cnf,UUF150.645.100,UNSAT,UNSAT,True,13.7399,645,3207,3748,3208,96237,211201,133234,2024,359682,359682.0,72697400.0,3.7374606440350386,PASS,True,0.09,UNSAT,207386,5870,0.108214,SAT,0.232329,UNSAT
uuf150-031.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.4359,645,2866,3192,2867,83311,182506,117059,1965,316068,316068.0,50821000.0,3.793832747176243,PASS,True,0.05,UNSAT,83867,3517,0.048719,SAT,0.07987,UNSAT
uuf150-032.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.3082,645,3043,3596,3044,88749,194316,124231,2006,334913,334913.0,55439500.0,3.773710126311282,PASS,True,0.09,UNSAT,219460,8385,0.132635,SAT,0.126515,UNSAT
uuf150-033.cnf,UUF150.645.100,UNSAT,UNSAT,True,10.1526,645,2601,3010,2602,74306,162083,103585,2001,279933,279933.0,46346800.0,3.7673000834387533,PASS,True,0.06,UNSAT,103127,4077,0.097276,SAT,0.108884,UNSAT
uuf150-034.cnf,UUF150.645.100,UNSAT,UNSAT,True,6.3463,645,1709,1971,1710,47216,104458,65502,2010,177435,177435.0,28240100.0,3.7579422229752626,PASS,True,0.05,UNSAT,75032,3175,0.069631,SAT,0.085409,UNSAT
uuf150-035.cnf,UUF150.645.100,UNSAT,UNSAT,True,15.2872,645,3725,4304,3726,107844,234366,152662,2008,410706,410706.0,68158900.0,3.8083342605986426,PASS,True,0.06,UNSAT,131637,5991,0.130964,SAT,0.145066,UNSAT
uuf150-036.cnf,UUF150.645.100,UNSAT,UNSAT,True,13.4598,645,3392,3840,3393,96078,210994,136280,2021,366362,366362.0,60453000.0,3.8131726305709943,PASS,True,0.07,UNSAT,131931,5638,0.094255,SAT,0.154513,UNSAT
uuf150-037.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.8736,645,2896,3317,2897,85593,188531,119166,2030,322108,322108.0,52984100.0,3.7632516677765704,PASS,True,0.05,UNSAT,97372,3973,0.127108,SAT,0.152029,UNSAT
uuf150-038.cnf,UUF150.645.100,UNSAT,UNSAT,True,18.7876,645,4295,4990,4296,131162,284259,181979,2021,492217,492217.0,78498600.0,3.752740885317394,PASS,True,0.1,UNSAT,223737,8884,0.117719,SAT,0.263144,UNSAT
uuf150-039.cnf,UUF150.645.100,UNSAT,UNSAT,True,9.3638,645,2439,2866,2440,68202,149927,95317,2001,257415,257415.0,41406900.0,3.7743028063693145,PASS,True,0.05,UNSAT,100949,4589,0.089236,SAT,0.163523,UNSAT
uuf150-04.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.8794,645,2984,3445,2985,84290,186858,119877,2022,321980,321980.0,51945500.0,3.8199074623324236,PASS,True,0.06,UNSAT,106337,4436,0.07412,SAT,0.165043,UNSAT
uuf150-040.cnf,UUF150.645.100,UNSAT,UNSAT,True,19.9339,645,4488,5224,4489,137571,300057,190090,2005,514062,514062.0,84497200.0,3.7367032296050766,PASS,True,0.1,UNSAT,252193,11127,0.206431,SAT,0.324254,UNSAT
uuf150-041.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.1997,645,3636,4090,3637,99067,217891,143044,2004,382829,382829.0,62144400.0,3.864344332623376,PASS,True,0.07,UNSAT,174698,6227,0.106328,SAT,0.146745,UNSAT
uuf150-042.cnf,UUF150.645.100,UNSAT,UNSAT,True,15.534,645,3766,4308,3767,108635,238472,155441,2039,417449,417449.0,68490800.0,3.842675012657063,PASS,True,0.06,UNSAT,109002,4612,0.116886,SAT,0.181855,UNSAT
uuf150-043.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.538,645,3175,3706,3176,89886,196889,127906,1988,343581,343581.0,54876100.0,3.822408383953007,PASS,True,0.07,UNSAT,100549,4161,0.106808,SAT,0.151094,UNSAT
uuf150-044.cnf,UUF150.645.100,UNSAT,UNSAT,True,21.799,645,5104,5774,5105,146476,319243,212758,1991,569792,569792.0,91468500.0,3.890002457740517,PASS,True,0.13,UNSAT,242199,7813,0.148036,SAT,0.174757,UNSAT
uuf150-045.cnf,UUF150.645.100,UNSAT,UNSAT,True,15.759,645,3909,4562,3910,110059,241648,157576,2013,422099,422099.0,69211400.0,3.835206571020998,PASS,True,0.09,UNSAT,207044,7865,0.137241,SAT,0.235753,UNSAT
uuf150-046.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.7422,645,3086,3665,3087,91513,201344,127652,1989,344155,344155.0,56212000.0,3.7607225202976626,PASS,True,0.06,UNSAT,106589,4390,0.124249,SAT,0.29651,UNSAT
uuf150-047.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.8096,645,2938,3375,2939,86072,188371,120690,1983,325862,325862.0,51798800.0,3.7859234129565946,PASS,True,0.05,UNSAT,119944,4786,0.104073,SAT,0.149766,UNSAT
uuf150-048.cnf,UUF150.645.100,UNSAT,UNSAT,True,16.0111,645,3968,4627,3969,110174,241461,157888,2017,423264,423264.0,69276700.0,3.8417775518724926,PASS,True,0.07,UNSAT,105082,4480,0.123326,SAT,0.240635,UNSAT
uuf150-049.cnf,UUF150.645.100,UNSAT,UNSAT,True,13.5385,645,3431,3916,3432,96041,210419,137754,1989,369313,369313.0,58654000.0,3.845368124030362,PASS,True,0.05,UNSAT,92451,3775,0.085006,SAT,0.182753,UNSAT
uuf150-05.cnf,UUF150.645.100,UNSAT,UNSAT,True,16.797,645,4012,4635,4013,117117,255179,167590,2026,450282,450282.0,71962700.0,3.8447193831809217,PASS,True,0.08,UNSAT,194193,7463,0.137607,SAT,0.165345,UNSAT
uuf150-050.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.1736,645,3288,3760,3289,101836,221475,140177,2004,380634,380634.0,62534000.0,3.7377155426371815,PASS,True,0.1,UNSAT,231787,10937,0.117575,SAT,0.159763,UNSAT
uuf150-051.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.7149,645,3106,3647,3107,90473,198693,126942,2035,341941,341941.0,56212700.0,3.7794811711781415,PASS,True,0.08,UNSAT,132302,5126,0.107016,SAT,0.104378,UNSAT
uuf150-052.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.2244,645,2893,3270,2894,81122,177886,114987,1995,309459,309459.0,52422500.0,3.814735829984468,PASS,True,0.05,UNSAT,87623,3514,0.103224,SAT,0.112268,UNSAT
uuf150-053.cnf,UUF150.645.100,UNSAT,UNSAT,True,6.8231,645,1700,1933,1701,51075,112836,69542,1988,189298,189298.0,30225900.0,3.7062750856583455,PASS,True,0.04,UNSAT,66792,2869,0.079433,SAT,0.086867,UNSAT
uuf150-054.cnf,UUF150.645.100,UNSAT,UNSAT,True,10.4608,645,2639,2992,2640,75758,167629,106408,1996,287171,287171.0,46494500.0,3.7906359724385545,PASS,True,0.05,UNSAT,127772,5354,0.081182,SAT,0.141427,UNSAT
uuf150-055.cnf,UUF150.645.100,UNSAT,UNSAT,True,38.5012,645,7890,9022,7891,228421,493624,333155,1966,891150,891150.0,146174000.0,3.9013488251955817,PASS,True,0.09,UNSAT,273623,11634,0.300645,SAT,0.414237,UNSAT
uuf150-056.cnf,UUF150.645.100,UNSAT,UNSAT,True,6.3483,645,1658,1865,1659,47611,105515,65692,2021,178266,178266.0,28120900.0,3.744218772972632,PASS,True,0.05,UNSAT,94568,4788,0.060275,SAT,0.091094,UNSAT
uuf150-057.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.5204,645,3580,4110,3581,104601,227309,144696,2010,391272,391272.0,64817600.0,3.74061433447099,PASS,True,0.06,UNSAT,133239,5558,0.10761,SAT,0.18459,UNSAT
uuf150-058.cnf,UUF150.645.100,UNSAT,UNSAT,True,10.7961,645,2779,3175,2780,78218,171125,111829,2012,300519,300519.0,47447600.0,3.842069600347746,PASS,True,0.05,UNSAT,104313,4984,0.06448,SAT,0.106457,UNSAT
uuf150-059.cnf,UUF150.645.100,UNSAT,UNSAT,True,9.1468,645,2354,2711,2355,67358,147574,93383,2016,252680,252680.0,40833100.0,3.751299029068559,PASS,True,0.05,UNSAT,96021,4131,0.069658,SAT,0.12219,UNSAT
uuf150-06.cnf,UUF150.645.100,UNSAT,UNSAT,True,8.5947,645,2126,2404,2127,63871,140294,86957,1989,236498,236498.0,37452200.0,3.702744594573437,PASS,True,0.05,UNSAT,96086,3584,0.092746,SAT,0.090904,UNSAT
uuf150-060.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.0779,645,2690,3161,2691,80593,177767,111947,2043,302511,302511.0,49413800.0,3.753564205328006,PASS,True,0.06,UNSAT,151355,5606,0.116268,SAT,0.148213,UNSAT
uuf150-061.cnf,UUF150.645.100,UNSAT,UNSAT,True,13.5288,645,3274,3659,3275,98885,217216,136017,1981,367932,367932.0,61864100.0,3.7208069980280123,PASS,True,0.09,UNSAT,177105,5934,0.105623,SAT,0.181401,UNSAT
uuf150-062.cnf,UUF150.645.100,UNSAT,UNSAT,True,9.7282,645,2509,2874,2510,69391,152511,99518,2006,267364,267364.0,43991300.0,3.8530068740903,PASS,True,0.05,UNSAT,78030,3369,0.099109,SAT,0.109424,UNSAT
uuf150-063.cnf,UUF150.645.100,UNSAT,UNSAT,True,25.8701,645,5886,6677,5887,170381,369830,243208,1980,652831,652831.0,109664000.0,3.831595072220494,PASS,True,0.09,UNSAT,240051,9937,0.184884,SAT,0.249459,UNSAT
uuf150-064.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.9794,645,3495,3987,3496,107959,234420,149334,2048,404568,404568.0,65954200.0,3.7474226326661046,PASS,True,0.08,UNSAT,211756,8046,0.127611,SAT,0.132378,UNSAT
uuf150-065.cnf,UUF150.645.100,UNSAT,UNSAT,True,18.1174,645,4515,5173,4516,126464,272016,179709,2007,483010,483010.0,79168200.0,3.819347798582996,PASS,True,0.05,UNSAT,125267,4985,0.141059,SAT,0.251395,UNSAT
uuf150-066.cnf,UUF150.645.100,UNSAT,UNSAT,True,17.1358,645,4077,4650,4078,119372,259948,169093,2001,454945,454945.0,75009200.0,3.8111533692993333,PASS,True,0.09,UNSAT,219844,8333,0.099105,SAT,0.191891,UNSAT
uuf150-067.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.2649,645,2848,3273,2849,81392,178977,113803,1991,307260,307260.0,50211200.0,3.7750638883428347,PASS,True,0.1,UNSAT,204582,5770,0.096563,SAT,0.16797,UNSAT
uuf150-068.cnf,UUF150.645.100,UNSAT,UNSAT,True,15.7244,645,3833,4371,3834,109715,240978,156825,1991,420990,420990.0,69542100.0,3.8371234562274985,PASS,True,0.06,UNSAT,114078,5129,0.106541,SAT,0.216087,UNSAT
uuf150-069.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.6011,645,3491,3945,3492,100678,222019,142336,2005,382583,382583.0,63092700.0,3.800065555533483,PASS,True,0.08,UNSAT,201109,7580,0.10483,SAT,0.137947,UNSAT
uuf150-07.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.5214,645,3500,4124,3501,102888,226206,144236,2005,388699,388699.0,63928900.0,3.777884690148511,PASS,True,0.1,UNSAT,234503,9208,0.126432,SAT,0.171233,UNSAT
uuf150-070.cnf,UUF150.645.100,UNSAT,UNSAT,True,9.9688,645,2473,2892,2474,73621,160574,100770,1986,273695,273695.0,44447700.0,3.717621330870268,PASS,True,0.04,UNSAT,110024,4453,0.143661,SAT,0.135216,UNSAT
uuf150-071.cnf,UUF150.645.100,UNSAT,UNSAT,True,19.7538,645,4643,5337,4644,135715,295343,193472,2030,519780,519780.0,84840100.0,3.8299377371698045,PASS,True,0.12,UNSAT,205762,8841,0.140023,SAT,0.214279,UNSAT
uuf150-072.cnf,UUF150.645.100,UNSAT,UNSAT,True,20.569,645,4819,5568,4820,137694,300185,197752,2042,530430,530430.0,88547800.0,3.8522375702644998,PASS,True,0.11,UNSAT,255164,10859,0.218961,SAT,0.480004,UNSAT
uuf150-073.cnf,UUF150.645.100,UNSAT,UNSAT,True,16.2978,645,3928,4490,3929,114106,250564,161564,1987,434146,434146.0,71775900.0,3.8047604858640214,PASS,True,0.06,UNSAT,116468,5149,0.113881,SAT,0.13927,UNSAT
uuf150-074.cnf,UUF150.645.100,UNSAT,UNSAT,True,7.8546,645,1997,2314,1998,58822,129516,80280,2028,217992,217992.0,34389400.0,3.7059603549692293,PASS,True,0.05,UNSAT,100122,3890,0.088022,SAT,0.104757,UNSAT
uuf150-075.cnf,UUF150.645.100,UNSAT,UNSAT,True,23.7378,645,5473,6230,5474,156823,343685,229007,1977,611253,611253.0,97931500.0,3.897725461188729,PASS,True,0.09,UNSAT,213631,9082,0.119363,SAT,0.291074,UNSAT
uuf150-076.cnf,UUF150.645.100,UNSAT,UNSAT,True,13.4161,645,3218,3667,3219,96228,209777,134491,1993,363110,363110.0,59312000.0,3.7734339277549154,PASS,True,0.07,UNSAT,180353,6017,0.106665,SAT,0.169421,UNSAT
uuf150-077.cnf,UUF150.645.100,UNSAT,UNSAT,True,18.8226,645,4669,5284,4670,128493,281341,188050,1986,501726,501726.0,81687600.0,3.9046951974037496,PASS,True,0.06,UNSAT,94370,4050,0.210636,SAT,0.166331,UNSAT
uuf150-078.cnf,UUF150.645.100,UNSAT,UNSAT,True,8.3904,645,2135,2471,2136,62202,137075,85269,1993,231118,231118.0,37241400.0,3.715603999871387,PASS,True,0.05,UNSAT,101657,4387,0.069366,SAT,0.160887,UNSAT
uuf150-079.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.7668,645,3012,3524,3013,84675,186127,119746,1996,321891,321891.0,53556700.0,3.8014880425155004,PASS,True,0.09,UNSAT,222177,7989,0.070798,SAT,0.145159,UNSAT
uuf150-08.cnf,UUF150.645.100,UNSAT,UNSAT,True,10.341,645,2610,3009,2611,75844,166084,105854,1983,286049,286049.0,46429800.0,3.771544222351142,PASS,True,0.06,UNSAT,122204,5204,0.084302,SAT,0.093866,UNSAT
uuf150-080.cnf,UUF150.645.100,UNSAT,UNSAT,True,16.2289,645,3889,4371,3890,113585,247575,158959,1989,428879,428879.0,70410200.0,3.7758418805299994,PASS,True,0.07,UNSAT,187096,6470,0.190354,SAT,0.186682,UNSAT
uuf150-081.cnf,UUF150.645.100,UNSAT,UNSAT,True,15.6922,645,3725,4270,3726,111421,241513,155632,1983,420665,420665.0,68074800.0,3.7754552552929876,PASS,True,0.06,UNSAT,113816,4313,0.07593,SAT,0.131407,UNSAT
uuf150-082.cnf,UUF150.645.100,UNSAT,UNSAT,True,24.3357,645,5483,6337,5484,163886,356558,231675,1993,623406,623406.0,101769000.0,3.8039002721403903,PASS,True,0.1,UNSAT,283415,11657,0.229091,SAT,0.239906,UNSAT
uuf150-083.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.5599,645,3550,4098,3551,102494,224546,144871,1996,390277,390277.0,63382500.0,3.807803383612699,PASS,True,0.05,UNSAT,128115,5179,0.117016,SAT,0.098549,UNSAT
uuf150-084.cnf,UUF150.645.100,UNSAT,UNSAT,True,32.7646,645,7064,8005,7065,201886,439622,294037,1997,786038,786038.0,131119000.0,3.8934745351336892,PASS,True,0.1,UNSAT,242210,9557,0.18222,SAT,0.381905,UNSAT
uuf150-085.cnf,UUF150.645.100,UNSAT,UNSAT,True,18.1026,645,4309,4973,4310,123501,270041,176726,1980,474001,474001.0,77720200.0,3.838033700131983,PASS,True,0.1,UNSAT,235270,8811,0.175766,SAT,0.207523,UNSAT
uuf150-086.cnf,UUF150.645.100,UNSAT,UNSAT,True,11.8064,645,2958,3395,2959,85346,187196,119873,2006,322988,322988.0,51497300.0,3.7844538701286528,PASS,True,0.05,UNSAT,93545,3768,0.123657,SAT,0.149062,UNSAT
uuf150-087.cnf,UUF150.645.100,UNSAT,UNSAT,True,22.3815,645,5028,5781,5029,150342,324531,212587,1971,572851,572851.0,92471000.0,3.810319139029679,PASS,True,0.12,UNSAT,285654,11951,0.201316,SAT,0.232087,UNSAT
uuf150-088.cnf,UUF150.645.100,UNSAT,UNSAT,True,28.8702,645,6430,7284,6431,185646,400583,268062,1970,718293,718293.0,116491000.0,3.869154196696939,PASS,True,0.08,UNSAT,220664,8273,0.135005,SAT,0.212304,UNSAT
uuf150-089.cnf,UUF150.645.100,UNSAT,UNSAT,True,6.6471,645,1799,2071,1800,49425,109002,68277,2019,184977,184977.0,30601300.0,3.7425796661608497,PASS,True,0.05,UNSAT,103127,4421,0.056522,SAT,0.073914,UNSAT
uuf150-09.cnf,UUF150.645.100,UNSAT,UNSAT,True,7.4723,645,1971,2301,1972,55481,121921,77582,2023,209854,209854.0,32971300.0,3.7824480452767615,PASS,True,0.07,UNSAT,119811,5290,0.090767,SAT,0.123642,UNSAT
uuf150-090.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.5398,645,3635,4141,3636,102509,225378,144445,2029,388119,388119.0,65164600.0,3.7861943829322304,PASS,True,0.07,UNSAT,155036,5470,0.103159,SAT,0.202485,UNSAT
uuf150-091.cnf,UUF150.645.100,UNSAT,UNSAT,True,9.6823,645,2359,2740,2360,70852,156010,97150,2007,263696,263696.0,43264300.0,3.7217862586800656,PASS,True,0.06,UNSAT,135043,5943,0.068835,SAT,0.099019,UNSAT
uuf150-092.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.9781,645,3302,3802,3303,91151,201877,131129,1986,350681,350681.0,57955400.0,3.847253458546807,PASS,True,0.08,UNSAT,185059,6899,0.180085,SAT,0.108933,UNSAT
uuf150-093.cnf,UUF150.645.100,UNSAT,UNSAT,True,24.0748,645,5543,6406,5544,159466,345439,229587,2016,615507,615507.0,103199000.0,3.859800835287773,PASS,True,0.1,UNSAT,236661,9279,0.21015,SAT,0.307565,UNSAT
uuf150-094.cnf,UUF150.645.100,UNSAT,UNSAT,True,10.5192,645,2628,3043,2629,76547,169024,106925,2022,288510,288510.0,47109100.0,3.769056919278352,PASS,True,0.06,UNSAT,102088,4250,0.102895,SAT,0.155932,UNSAT
uuf150-095.cnf,UUF150.645.100,UNSAT,UNSAT,True,22.0316,645,5367,6146,5368,141558,311877,212848,1999,563794,563794.0,92157600.0,3.9827773774707187,PASS,True,0.06,UNSAT,117487,4817,0.075872,SAT,0.129817,UNSAT
uuf150-096.cnf,UUF150.645.100,UNSAT,UNSAT,True,12.4401,645,3078,3524,3079,89482,196559,125306,2024,338078,338078.0,54528000.0,3.778167676180684,PASS,True,0.08,UNSAT,178374,6024,0.132339,SAT,0.182987,UNSAT
uuf150-097.cnf,UUF150.645.100,UNSAT,UNSAT,True,18.858,645,4434,5131,4435,130564,284149,184757,2002,497665,497665.0,81450000.0,3.811655586532275,PASS,True,0.09,UNSAT,209835,7565,0.220308,SAT,0.380925,UNSAT
uuf150-098.cnf,UUF150.645.100,UNSAT,UNSAT,True,15.1172,645,3787,4370,3788,106176,232981,150617,1999,404350,404350.0,66494300.0,3.808299427365883,PASS,True,0.07,UNSAT,139584,6071,0.156829,SAT,0.244105,UNSAT
uuf150-099.cnf,UUF150.645.100,UNSAT,UNSAT,True,14.9748,645,3691,4285,3692,105799,231063,148742,1971,400854,400854.0,66287600.0,3.7888259813419785,PASS,True,0.07,UNSAT,160818,5700,0.131232,SAT,0.19044,UNSAT
