file,set,expect,got,correct,wall_s,originals,learnts,decisions,conflicts,propagations,hw_bcp,hw_undo,hw_load,hw_cycles,hw_time_ns,sw_time_ns,cyc_per_prop,status,hw_overflow,kissat_cpu_s,kissat_got,minisat2_cpu_s,minisat2_got,glucose_cpu_s,glucose_got
uf150-01.cnf,UF150.645.100,SAT,SAT,True,6.9741,645,1699,1994,1699,52376,114159,70826,2003,193354,193354.0,30529500.0,3.691652665342905,PASS,True,,,0.038685,SAT,0.039711,SAT
uf150-010.cnf,UF150.645.100,SAT,SAT,True,4.7119,645,1206,1515,1206,35890,78730,48269,2020,132402,132402.0,20597100.0,3.6891056004458065,PASS,True,,,0.068042,SAT,0.054938,SAT
uf150-0100.cnf,UF150.645.100,SAT,SAT,True,14.8997,645,3660,4233,3660,105501,228756,149460,2015,402487,402487.0,66386600.0,3.815006492829452,PASS,True,,,0.100103,SAT,0.062128,SAT
uf150-011.cnf,UF150.645.100,SAT,SAT,True,4.9763,645,1269,1484,1269,37536,82583,51237,1991,139893,139893.0,22133800.0,3.7269021739130435,PASS,True,,,0.034716,SAT,0.0259,SAT
uf150-012.cnf,UF150.645.100,SAT,SAT,True,12.7223,645,3122,3674,3122,91713,200704,127255,2035,343891,343891.0,55261300.0,3.74964290776662,PASS,True,,,0.039833,SAT,0.128177,SAT
uf150-013.cnf,UF150.645.100,SAT,SAT,True,2.5129,645,670,810,670,19157,42042,25633,2011,71319,71319.0,10994100.0,3.722868925197056,PASS,True,,,0.015603,SAT,0.015933,SAT
uf150-014.cnf,UF150.645.100,SAT,SAT,True,3.7761,645,923,1053,923,28841,63362,38243,1997,105870,105870.0,16367500.0,3.6708158524323014,PASS,True,,,0.029977,SAT,0.105585,SAT
uf150-015.cnf,UF150.645.100,SAT,SAT,True,4.3998,645,1128,1342,1128,33608,73416,45056,2001,123783,123783.0,19636400.0,3.68314091882885,PASS,True,,,0.04117,SAT,0.032402,SAT
uf150-016.cnf,UF150.645.100,SAT,SAT,True,2.1443,645,525,638,525,16193,35670,21380,2020,60079,60079.0,8689410.0,3.710183412585685,PASS,True,,,0.01117,SAT,0.012533,SAT
uf150-017.cnf,UF150.645.100,SAT,SAT,True,1.2874,645,316,433,316,9651,21200,12588,1993,36243,36243.0,4989140.0,3.7553621386384832,PASS,False,,,0.005121,SAT,0.01017,SAT
uf150-018.cnf,UF150.645.100,SAT,SAT,True,18.0721,645,4089,4694,4089,126915,273722,173473,1993,471065,471065.0,80599800.0,3.711657408501753,PASS,True,,,0.0232,SAT,0.084809,SAT
uf150-019.cnf,UF150.645.100,SAT,SAT,True,7.7693,645,1989,2266,1989,57625,126774,79572,2021,215762,215762.0,35193500.0,3.7442429501084598,PASS,True,,,0.038824,SAT,0.131768,SAT
uf150-02.cnf,UF150.645.100,SAT,SAT,True,3.7572,645,933,1098,933,28860,63174,38108,1991,105451,105451.0,15988200.0,3.6538808038808037,PASS,True,,,0.09059,SAT,0.097784,SAT
uf150-020.cnf,UF150.645.100,SAT,SAT,True,5.2524,645,1308,1530,1308,40150,87270,53362,1996,146853,146853.0,23396400.0,3.6576089663760896,PASS,True,,,0.015114,SAT,0.051458,SAT
uf150-021.cnf,UF150.645.100,SAT,SAT,True,0.8365,645,196,284,196,6055,13445,7897,2002,23533,23533.0,3084360.0,3.8865400495458298,PASS,False,,,0.015142,SAT,0.080092,SAT
uf150-022.cnf,UF150.645.100,SAT,SAT,True,7.8349,645,2018,2435,2018,57807,127082,80001,2006,216449,216449.0,35164500.0,3.7443389208919333,PASS,True,,,0.084535,SAT,0.031504,SAT
uf150-023.cnf,UF150.645.100,SAT,SAT,True,10.9274,645,2723,3138,2723,79720,175103,111008,1994,299938,299938.0,48885900.0,3.762393376818866,PASS,True,,,0.072718,SAT,0.1449,SAT
uf150-024.cnf,UF150.645.100,SAT,SAT,True,8.4105,645,2126,2473,2126,62513,136492,85414,1983,232019,232019.0,37427400.0,3.7115320013437203,PASS,True,,,0.017676,SAT,0.045097,SAT
uf150-025.cnf,UF150.645.100,SAT,SAT,True,3.9615,645,1015,1212,1015,29611,65757,40255,2006,110327,110327.0,17537100.0,3.725878896356084,PASS,True,,,0.037905,SAT,0.139246,SAT
uf150-026.cnf,UF150.645.100,SAT,SAT,True,9.774,645,2522,2941,2522,70879,154984,99477,1967,268687,268687.0,43362200.0,3.790784294360812,PASS,True,,,0.106098,SAT,0.164669,SAT
