file,set,expect,got,correct,wall_s,originals,learnts,decisions,conflicts,propagations,hw_bcp,hw_undo,hw_load,hw_cycles,hw_time_ns,sw_time_ns,cyc_per_prop,status,hw_overflow,kissat_cpu_s,kissat_got,minisat2_cpu_s,minisat2_got,glucose_cpu_s,glucose_got
uf125-021.cnf,UF125.538.100,SAT,SAT,True,5.1592,538,1467,1693,1467,38420,85558,53610,1718,144900,144900.0,22607500.0,3.77147319104633,PASS,True,0.04,SAT,0.058648,SAT,0.029156,SAT
uf125-022.cnf,UF125.538.100,SAT,SAT,True,2.7113,538,767,956,767,20680,45691,27800,1710,76507,76507.0,11706000.0,3.6995647969052223,PASS,True,0.03,SAT,0.010123,SAT,0.009333,SAT
uf125-023.cnf,UF125.538.100,SAT,SAT,True,2.1572,538,589,729,589,16437,36269,21932,1718,60919,60919.0,9036230.0,3.706211595789986,PASS,True,0.03,SAT,0.04592,SAT,0.073667,SAT
uf125-024.cnf,UF125.538.100,SAT,SAT,True,4.6115,538,1302,1521,1302,34708,76354,47267,1673,128585,128585.0,20227500.0,3.7047654719373053,PASS,True,0.04,SAT,0.057044,SAT,0.03869,SAT
uf125-025.cnf,UF125.538.100,SAT,SAT,True,4.6233,538,1242,1474,1242,35410,77332,47195,1746,129439,129439.0,20474500.0,3.6554363174244564,PASS,True,0.03,SAT,0.048226,SAT,0.036551,SAT
uf125-026.cnf,UF125.538.100,SAT,SAT,True,3.2276,538,892,1090,892,24282,54035,32982,1736,90351,90351.0,14394900.0,3.7209043736100815,PASS,True,0.04,SAT,0.048528,SAT,0.031963,SAT
uf125-027.cnf,UF125.538.100,SAT,SAT,True,1.4172,538,380,477,380,10379,22831,13611,1711,38631,38631.0,5495380.0,3.7220348781192794,PASS,False,0.04,SAT,0.025477,SAT,0.047313,SAT
uf125-028.cnf,UF125.538.100,SAT,SAT,True,0.2415,538,45,85,45,1300,2809,1538,1628,6004,6004.0,641371.0,4.618461538461538,PASS,False,0.03,SAT,0.030808,SAT,0.069706,SAT
uf125-029.cnf,UF125.538.100,SAT,SAT,True,3.5691,538,1018,1216,1018,26950,59794,36707,1702,100225,100225.0,15653000.0,3.7189239332096475,PASS,True,0.05,SAT,0.031713,SAT,0.031477,SAT
uf125-03.cnf,UF125.538.100,SAT,SAT,True,1.4296,538,406,495,406,10940,24128,14551,1692,41012,41012.0,5792880.0,3.748811700182815,PASS,False,0.03,SAT,0.009104,SAT,0.007271,SAT
uf125-030.cnf,UF125.538.100,SAT,SAT,True,1.6387,538,474,580,474,12203,27149,16484,1681,45973,45973.0,6372080.0,3.7673522904203884,PASS,False,0.04,SAT,0.04742,SAT,0.066935,SAT
uf125-031.cnf,UF125.538.100,SAT,SAT,True,3.5302,538,961,1135,961,26420,58971,35823,1769,98119,98119.0,15593800.0,3.7138152914458744,PASS,True,0.03,SAT,0.024558,SAT,0.032528,SAT
uf125-032.cnf,UF125.538.100,SAT,SAT,True,3.9227,538,1058,1214,1058,29645,65679,39880,1706,109202,109202.0,16913600.0,3.6836566031371225,PASS,True,0.03,SAT,0.040872,SAT,0.067585,SAT
